name,geometry.location.lat,geometry.location.lng,review_text,review_rating
Essence Park,-37.6845672,144.4152091,[],[]
The Village Green,-37.6763722,144.4401154,[],[]
Lidgett Street Reserve,-37.672259,144.4318576,"['Playground, half bball court and a round pathway track with grassy area, 2 sheltered areas one with pinic table. Kids like it, sometimes ride bikes round track loop, good if you want to get in steps and can see your kids from loop.', 'This is one of the best playgrounds in Bacchus Marsh. There is a variety of things to climb, swing on and play on for kids of varying ages. There is a basketball court for slightly older kids and a circular path around the park which is convenient for walking pets. The playground has sufficient shade, seating for parents and there is an undercover picnic table.\n\nIf I was to suggest improvements for this park, it would be that it could benefit from having a permanent BBQ facility and a fresh water station.', ""Has had a good makeover. Is a nice open space with basketball and children's playground"", 'Quiet little park. Ample space to run around, walk, play,etc', 'Such a beautiful revamped park. So much to do for the bigger kids. Not so much for the little ones.']","[5, 4, 4, 5, 5]"
Rupert Vance Moon Reserve,-37.6865307,144.4784244,"['Nice crisp fresh air next to a river with walking /bicycle tracks, clean toilets and Bbq/picnic area. Dogs welcome with poo bags and bins provided.  Next to a large range of fresh fruit and vegetables available from the farm doors that supply produce all around the state. A small memorial to Rupert Vance Moon who was  given a Victoria Cross in WW 1', 'Lovely surprise to find this spot on our entry to town. Huge eucalyptus trees, lovely waterway and clean facilities. No crackheads. Five stars.', 'Nice park with working BBQ', 'Dog friendly and there is BBQ area too.\nLimited parking.', 'Best place and you feel very peaceful and go for picnic and jogging 🏃\u200d♀️ with family you can visit this place and dogs(pets)🐕 are allowed']","[5, 5, 5, 4, 5]"
Gisborne Road Reserve,-37.6612307,144.4420671,[],[]
Lerderderg Walking Track,-37.6468186,144.4389866,"['A peaceful trail to walk on a Weekend where you can hear the relaxing sound of the birds and the waters of the lederderg river.', ""Track follows the river and is good for walking or bike. Winds around back of golf course.  River has plenty of water in it this year; I've actually walked up the dry river bed previously. Not a bird expert but plenty of them around and on the river. Must be fish in there. Walk is about 5km"", 'Nice place but has some issues when wet. Overall we enjoyed our walk here!\nParking is a massive issue as well. Cars park all way up the driveway leaving enough room for 1 way driving and no safe walking tracks from gateway to main parking area', 'Peaceful and Great track. Some parts too overgrown', 'So many birds !!! This place is awesome, yellow tail black cocktails, sulfar crests, honey eaters , black shoulder kites, ibis, galas , corollas, magpies, ravens, fairy rens,  currawongs, list goes on']","[4, 3, 4, 3, 5]"
Jonathan Drive Reserve,-37.6609451,144.4368928,[],[]
Powlett Street Reserve,-37.6850146,144.4284854,[],[]
Stonehill Park,-37.68525999999999,144.4190205,"[""Please council people wash or replace the stinky bin, it's vile and so close to the tables. Views are fantastic, just hold your breath!!!"", 'Great modern park with equipment for most age groups. Shaded seating and picnic tables with public art. On a popular walking track.', 'Pretty reasonable local park. Good play area and some undercover seating. No bbq though which is a shame.', 'Great little Park for the area. Great shade seating and good variety of things for kids to play in.', 'Nice little park has water,shading and seating No BbQ facilities']","[2, 5, 4, 5, 4]"
Sebastopol Dog Park,-37.6026425,143.8311705,"['Wide, fenced green grassy areas for dogs to run around, this park is among the favourites for local dogs. There is access to water fountains, bins and poo bags to help keep the place tidy and welcoming.\n\nThe fenced area of park is off leashed area that is free outdoor space with car parking and wheelchair accessible entrance.\nThere are bathroom close by at M.R.Power Reserve making a great spot the dogs and kids alike.', ""I go for the skate park, but sitting and watching all the dogs be friends heals my soul. Great little area very family friendly. I rate the giant hill 7/10 because it's hard to run up and down, very slippery. Thinking about getting a dog so i can take it to this specific park. Might name it James."", 'I read other reviews,  thought this looks great.  The place is filthy,  obviously very few people pick up after their dogs even though bags are available.', 'Probably the best dog park I have ever been to. It is huge with open spaces, play and training aids along with trees and water for humans and dogs. Absolutely wonderful.', 'Our dogs enjoy meeting up with other dogs here when we visit Ballarat. Safe area and most people clean up after their pets.']","[4, 5, 1, 5, 4]"
Victoria Park - dog park,-37.5643229,143.8265011,[],[]
Dog Park (Wendouree),-37.53602590000001,143.8417254,"[""It was Rocky's first time there and he absolutely loved it, making new friends and having the freedom to run in a safe enclosed environment."", 'Great little park, has all the facilities to let the fur babies run amuck. Plenty of shade and seating and well fenced.', 'Good friendly dog park. My two dogs have been here for over a year now and  love the open spaces.', ""Great to have dog parks we can take our dogs to. There are many responsible dog owners who clean up after their dogs yet it's a real shame that there is so much dog poo not picked up by their owners."", 'Fantastic dog park to go to.... All sorts of breeds visited whilst I was here, all lovely dogs, very friendly, owners all seemed to be very responsible also 😁😁']","[5, 5, 5, 1, 5]"
Walter J. Jones Memorial Park,-37.5518485,143.8642372,[],[]
Peel Street Park,-37.5494586,143.8672585,[],[]
Pennyweight off-leash dog park,-37.570102,143.8754407,[],[]
The Vale,-37.564758,143.8696622,[],[]
CE Brown Reserve,-37.5369771,143.8432691,"['Great off-leash dog park. Not sure about the cricket ground', 'The main oval has an excellent cricket wicket with plenty in it for both bowlers and batsmen. It is a venue that produces excellent scores with a batting friendly surface and a well maintained outfield.', 'Awesomeness ground for afl footy should be more games', 'Bloody cold. Open stadium. Good toilet facilities, food vendors. Seat hard n close together.', 'We were dining at the North Ballarat Sports Club. We both enjoyed our meals.']","[5, 5, 5, 4, 4]"
Gladstone Reserve,-37.5741217,143.8584116,[],[]
Britannia Reserve,-37.5656555,143.8691944,[],[]
Robertson Place Reserve,-37.56054,143.8091083,[],[]
Leawarra Reserve,-37.5843242,143.8228269,[],[]
Karingga Park,-37.5631985,143.7889087,[],[]
Durham Point,-37.5445625,143.8348034,"['Magnificent place overlooking the most beautiful lake, with all kinds of birds chanting around you', 'Relaxing, beautiful views and lots of bird life.\nPlayground for children, picnic tables and rubbish bin facilities.\nWATCH OUT & BE CAREFUL when driving around Durham Point & Lake Wendouree in general for little pedestrians🦢\U0001fabf\U0001fabf\U0001fabf🦆 during spring & early summer!!!', 'This place was part of the lake, refreshing and windy with a lot of activities such as canoeing, yacht, wide life, walking, cycling, picnic and bbq etc. There are a lot great houses or mansion built along the river from all directions. I saw some monuments and botanical gardens all around the area. Great to have a whole day visit and walk around the exciting places.', 'A lovely calming area to view, whether that be during the day or night (early night!). If your in Ballarat to visit, or there to take a break, stop at Lake Wendouree in all honesty, and take in the Serenity 🧘\u200d♂️ 🧘\u200d♀️', 'Magic landscape. The new park equipment is nice. Great way to see the end of year.']","[5, 5, 5, 5, 5]"
Lake Wendouree Apex Adventure playground,-37.5502561,143.8225576,"['Plenty of seating, parking and space to walk the dog. A lot of bird and duck species the see in the area to learn about.\nPublic BBQs are available on site along with an ideal number of picnic tables and seating.\nPark space does get busier during the warmer months.', 'Just an awesome place to unwind! Mind blowing and very relaxing place! Loved it!', 'Great park to bring children, such a large playground. It is not fenced so you definitely need to keep an extra close eye on them. It’s so close to the lake and has such a variety of birds to watch. I enjoyed watching many black swans swim around the lake and the various other water birds in the area. The bridges by the lake were lovely but the paths do get a bit muddy/slippery after rain. Lots of parking too and has public bbqs and toilets.', ""Great place for family's. Toilets close by. BBQ's. Undercover spots. Lots bench Tables with seating. Gym zone. Dogs on leash. Wheelchair access. Tram rides close by. Sometimes paddle boats. Cafe up the road. Beautiful spot. Watch out for swans.\n\n(Photos taken from top of big red slide.)"", 'Probably the best playground in Ballarat, beautiful view of the lake in the background.\nPlayground itself is large and has someone for kids of all ages.\nThere’s a bathroom just across the road and a few picnic tables scattered around the area']","[5, 5, 5, 5, 5]"
Lake Esmond Botanical Garden,-37.5754886,143.8746596,"['Gorgeous spot for a sunset. Crystal water, birdlike abundant. Stocked with trout for holidays.', ""If you are visiting sovereign hill, then do not miss this lake. Walk/drive from the gate towards right and take a left turn after intersection to reach this place.  If you have swimming suit, then you may spend some time in swimming. Or simply sit and enjoy natural beauty of the lake.  There is a children's park as well if you have children with you."", ""If you're on a mobity scooter, you can still enjoy Lake Esmond. It a beautiful ride around. See the wildlife and maybe put a line out as well."", 'What a beautyful lake and park. With birds, ducks', ""It's an easy walk, great to take the kids or dogs too.\nIt has bbq facilities and a wonderful park.""]","[5, 4, 5, 5, 5]"
Woowookarung Regional Park,-37.60470979999999,143.8822229,"['A huge regional park area with several walks to take your dog. Lots of wildlife and some stunning scenic views on one side of the park. A few mountain bike trails and some very flat paved trials towards the northern part of the park. Parking locations in several places around the park, and limited toilet facilities scattered throughout.', 'This will be a treasure for the future. It is the old Canadian plantation, which was once covered in pines followed by blue gums. Thanks to the Labor state government it was declared a Regional Park. As such it is threaded with walking and mountain biking tracks. The Friends of Canadian Corridor are doing an excellent job developing a master plan for the park. Lots of wild plants and animals still. If you spot a koala, let the friends know (they are on FB).', 'Two attacks on women walking/running in the park, one now missing. Not a safe place to venture into alone.', 'We were getting to the sensory trail the long way, driving the Dozed Track', 'Woowookarung is very vegetated it has lots of trees and plants, it’s full of wildlife and is very ecofriendly. It had lots of rest stops and was really stunning. The lookout was very pretty and showed off a lot of Ballarat. The bike and shoe cleaning area was easy to use and helped a lot with my bike. 10/10 would go again']","[5, 5, 2, 5, 5]"
Sturt Street Gardens,-37.5610512,143.8499437,"['Major George Divine Treloar memorial. Another wonderful memorial in Sturt Street.', ""The gardens run along the main street, if your interested in a stroll, it's not bad, a lot of statues and monuments to Ballarat and its history."", ""Whenever anyone from out of town visits, I always suggest taking a stroll up Sturt Street.  It's a beautiful walk, and there is plenty of history one can learn about while admiring the flora along the beautifully tree lined street."", 'Good for some Christmas ornament photos', 'Ballarat remains a beautiful and green Victorian (in both period aesthetic and geographical location) city.  Whilst various attempts have been made to refocus of function before form, the city has retained much of its character.. The gardens in the middle of Sturt Street contribute a large part of the atmospheric resilience of Ballarat, buy food in Armstrong street, wander into these gardens, take a seat and enjoy a part of the unique charm of this city']","[5, 3, 5, 3, 4]"
Victoria Park,-37.5625194,143.8207167,"['Always a great stop for the kids, toilet block available as well. Clean area and gated, which is always a great way to keep the kids safe', 'Absolutely an amazing park. Your can literally spend all day here. Very well fenced, great for picnic, plenty of shade, clean toilets. It also had couple of sand area for kids to play. There was also a very water 💦 playing area but it was closed. It would be great if they displayed the opening times for the water area. Plenty of parking available outside and close to the playground.', 'Secured gated with extensive land per square meters of land. It has been extremely well engineered and the sensory pockets of each play area has been designed with in mind of sensory physical use of body mind & soul, to engage with other children or even adults.\n\nThe play pockets are of good distance of each other therefore before you realise it I have walked quite a few miles!\n\nEven I as an adults played with my own son and we had an awesome freaking time. There was no doubt that Victoria Park Playground evoked the inner child in me.\n\nAll the facilities the water station, toilet cube, the bbq area, park bench with seating have been gracefully laid out throughout the park. It is a wonderful playground for any special occasions I.e. birthday parties, play ground catch up with your children friends, parents, grandparents etc.\n\nIt has the right amount of shading and sunny areas and landscaping done of high quality of standard.\n\nThe materials used have been carefully considered include use of PVC rubber and natural materials to protect or eliminate injury!\n\nI believe it is a pet friendly park (don’t quote me a 100% on this because I believe I did spot water bowls for our ferry four legged family members including a very good amount of rubbish bins with the obvious regular and recycling bins.\n\nThe park you could pretty much spend the whole entire day playing and just have good old fashioned fun at a world class playground with a name bearing “Victoria Park” nestled in a pocket of well established City of Ballarat park land and regardless of the weather you will find it difficult or even want to leave in a hurry.\n\nThere is ample of parking available including disability parking right in front of the double entry steel entry doors and position immediately to your left to toileting facilities which includes of course baby change tables and separate disability toilets.\n\nI don’t think I can say any more than it is an amazing park and a park that will be definitely and frequently going to be visited for many years to come wi the or without family members and friends.\n\nI give this park a score 11 out of of ten and it certainly deserves ⭐️⭐️⭐️⭐️⭐️.\n\nTania Ognenova\nWednesday 20 December 2023. 😘🥰😍', 'I use the Gillies street area which is always good to allow my dog to wander around of leash', ""It's a very big park where I could spend hours walking around it's really quiet and lots of space to kick a ball or throw\na frisbee I will definitely be going back.""]","[5, 5, 5, 4, 5]"
Podge Park,-37.5375978,143.8372138,[],[]
Pioneer Park,-37.5200422,143.8226899,"['Great off leash dog park. Combo of walking area, little hills to explore and a couple of dams. People who go hear usually are with well mannered dogs or controlled dogs.', ""Lots of paths and a bit of historical Information. Mainly it seems to be an off the leash park. Dog lovers heaven. Hills to climb, dams to swim in big open spaces to frolic. Have met lots of lovely people with doggie fun in mind. Everyone I have met so far was polite and mindful of each other's dogs.  Heaps of bushy back tracks and adventure for the suburban pup. A toilet probably wouldn't go astray though. Very wet and slippery in winter and have seen some rougue mini bikes getting around. Also a bit snakey in the summer."", 'Nice open park to walk around on a good day. Tracks are well maintained and parking is adequate.', 'Huge space for the dogs to run without fear of roads or sports fields and the temptation to chase a cricket ball while in play. Lots of walking tracks and swimming spots for the dogs to drinks from and cool down.', ""Great off leash park, but there's one gate not fenced near the corner of Gillies St and the Western Highway""]","[5, 4, 5, 5, 4]"
Yuilles Wetlands,-37.5911568,143.8475672,[],[]
Bray Park,-37.5743857,143.8814696,[],[]
Morshead Park,-37.57937179999999,143.8285803,"[""Such a great soccer facility, but it's a shame they don't open the canteen for the senior women's games 😕"", 'Tidy grounds..well maintained!!\nAttended for an interkultural football league on a freezy day..Great venue for soccer ⚽️', 'Great soccer grounds\nFarmers market held there aswell.', 'Well lit with 3 football pitches - artificial turf', 'Had dog club today because our normal grounds were being used']","[4, 5, 4, 4, 5]"
Cuthberts Road Reserve,-37.5520797,143.7908411,[],[]
Jumps Street Playground,-37.5713093,143.7904472,[],[]
Buninyong Fenced Dog Park (James Reserve),-37.6426302,143.8873969,[],[]
Yarana Drive Park,-37.6243473,143.8749871,"['No toilets or fence, but a lovely playground. Best suited for slightly older kids, a bit large for toddlers.', 'A lovely park I have justed moved to the area & its a very quiet park that has it all.', 'Nice clean tidy Park great little playground for the kids', 'I just st walk past but it looks nice. Usually quiet.', 'Secluded. No running water. No toilets. No kids. Well, at least no dogs.']","[4, 5, 5, 4, 3]"
De Soza Park,-37.649077,143.8839264,"['De Soza Park is a beautiful gem nestled in the heart of Buninyong. I find myself exploring its various walking tracks almost daily. Whether you opt for a little stroll by the small river or embark on a more extensive walk branching into other parts of Buninyong, the park offers a diverse experience. Perfect for families, the park features an adorable playground. Additionally, there are numerous spots for picnics – from sunny lawns to shaded areas beneath beautiful trees. also, these is a wide range of diverse birdlife to view and listen to. De Soza Park truly captivates with its small town park charm. 🥰🥰', 'Beautiful park surrounded by some homes with beautiful gardens. Park has a 1.5km running/walking track and lovely kids playground with water pump, play equipment and imaginary shops.', 'Serenity, even in the rainy second day of Summer!', ""A nice, quiet and well maintained small park. There is a children's play ground, an open grassed area, public BBQ facilities, male and female toilets and a shaded benched area. There is also a drinking fountain here."", 'The walking path has been upgraded recently. It is quiet and well protected from the weather.']","[5, 5, 5, 4, 5]"
Union Jack Reserve,-37.6418217,143.9011477,"['Very interesting walkway in the nature with info about the goldrush, about the nature.', 'A good walking track can take some time', 'Wonderful bush walk with plenty of exciting nooks and crannies to explore.', 'Great walking track near by buninyong. Can be muddy in some parts. Easy walking track in some places. The rest is up/down hill. May encounter mountain bike riders on  this track. Track is poorly signed in some parts, however, there is a longer loop walk if you wish to push further. Parking is limited', 'Great for walking, if you lucky, you can see a koala.']","[5, 4, 5, 5, 5]"
Creswick Regional Park,-37.43895289999999,143.9056127,"[""Great little spot just to sit and relax in a bush setting, or walk the sandy, pretty dry Slaty Creek bed.....(good chance to try your hand with a Gold detector) There is a rotunda with a very fancy table (dumped) for a bush setting, no seats tho..two other picnic tables. There are 3 seperate areas, none are very big so it's first in best dressed.....Could fit a few tents/swags etc in grassy area... No showers or water, but Cleanest Long Drop I have come across, no odour at all....Dogs are allowed on leash...."", 'Beautiful even in the rain. Not accessible to small cars when raining, huge puddles form at entrance. Plenty of parking once in.', 'Quiet, cozy, and simply amazing place to visit.', 'Driving through the Creswick State Forest for the first time in a few weeks, and I was amazed at the regeneration of the Small Grass Tree (Xanthorrhoea minor) after that section was burnt off last year.\n\nMasses of flower spikes have also attracted masses of the common brown butterfly', 'Great beautiful outdoor place with plenty to do. There are hiking trails,off road tracks, creeks to play and pan for gold in. Not crowded and just beautiful bush country. Restroom at picnic and camp ground 1.']","[3, 4, 5, 5, 5]"
Calembeen Park,-37.4195889,143.8900279,[],[]
racecourse park,-37.1521618,142.856792,[],[]
Cato Park,-37.0597529,142.7780226,"['Decent sized lake in the middle of Stawell to have a walk around.\nSeveral ducks and swans floating around and there were kids feeding them lots of food when we visited.\nToilets, BBQ facilities and a large playground available.', 'Beautiful park and playground in a nice little neighbourhood. Very calm and quiet with geese, birds, and nature. Lovely walking trails and wheelchair accessible playground facilities and BBQ area. There are plenty of sitting areas and toilet 🚻 facilities. Enough parking for everyone. Thanks to the city council people, they are maintaining it very well. Great area to spend a few hours in the late afternoon or evening. Great for local residents as well as tourists to Grampians or interstate travellers to South Australia. Highly recommended.', ""It was a stop-off on our way to Adelaide from Melbourne.\nRight next to a beautiful Lake with kids playground, toilets and BBQ's. Go Tiges🐯"", 'Ideal for the kids and the animals, please be respectful and have dogs on leads at all times.\n\nThe swans recently had baby swans 4-5 months ago and how they grow up quickly.\n\nThe main street is literally a 2 minute walk :)', ""Very pretty and well maintained park. Great place to take a picnic and wheelchair/walker accessible. Just don't feed the swans; they will bite if they want more food!""]","[5, 5, 5, 5, 5]"
Central Park,-37.0585011,142.7746974,"['Central Park is the home of the Stawell Gift.  A beautiful well maintained venue.', 'A must to see if you go to Stawell. Loads of history and just a nice place to have a walk around.', 'This sports field set in pleasant surrounds is the site of the annual Stawell Gift footrace.', 'Real sense of history here.', 'Historic park in centre of town. Great space well kept with history a charming old buildings giving a heritage charm.']","[5, 5, 4, 5, 5]"
Stawell Pop Up Park,-37.0566067,142.7796346,[],[]
Bennett Road Dog Park,-36.7177033,142.1879125,"[""Great place to take your dog for a run. Large area with shade and table. No toilet facilities. If you have friendly dogs who get along with others it's ideal for meeting new people and other dogs. Great 👍  how people donate play toys Like balls and tennis 🎾 rackets etc"", 'Nice to have the sand in places, however the dog misses the water which used to swamp some of the play area.', 'We stopped off on our way home from Adelaide to give our dog a run and a much needed rest room 😅 great park just off the highway', 'It is small dog park, but enough do to some exercise during a trip.', 'Well fenced area adjoining Horsham Racecourse at the corner of Bennett Rd  and Wimmera Highway.']","[4, 5, 4, 3, 4]"
Langlands Park - off leash Dog park,-36.7036205,142.1890446,[],[]
Offleash dog park,-36.7241719,142.2066098,"['Beautifully maintained along the Wimmera River  BBQ areas swings seating all very modern and new.  Bikes allowed on shared walkways.', 'Great place to take your furry friend right near the river very pretty an relaxing dogs enjoy it very much highly recommend it', 'Great place to meet other pupies, drinking water, tennis balls avaliable.', 'Only one fenced area (no big and small dog sections) but lots of grass, trees, water spots and shared toys', 'Great quiet dog park. There were dog toys there ready and heaps of space.']","[5, 5, 5, 5, 5]"
Charisma Park,-36.7013887,142.2072224,[],[]
Sawyer Park,-36.7224655,142.2014313,"['Scenic and pleasant park by the river. The seating is really well designed and fits into the riverbank, and tables are made of really beautiful timber - obviously a lot of thought and care went into this space. Appreciated the nearby war memorial and small space to kick the footy. Even the regular joggers and perambulators were friendly!', 'Beautiful view along the river .There are 2 food trucks , good atmosphere, chill.', 'Great park down by the river. Just came for the dawn service, but ended up walking back later in the morning. Nice quiet place for a walk.', 'Inviting, great use of native planting n great sandstone blocks throughout. A really lovely addition to our Riverside experience.', 'Excellent park for picnic & BBQ 👌 Good facilities & views on the river !']","[5, 5, 5, 5, 4]"
Park,-36.7013113,142.1933778,[],[]
Weir Park,-36.7294625,142.1760722,"['Weir park in Horsham is an excellent place to spend some time in. There\'s a playground for the kids, bbq facilities with water taps, sitting facilities with benches, toilets etc. Look out for plenty of small green Parrots on the grassy areas under the trees. And because this park is situated on the banks of the Wimmera river, it offers plenty of good fishing spots too (although there were hardly any catches, but many anglers were trying their luck anyway (including us) over the weekend!) And if that\'s not enough, there\'s a good walking/Cycling trail which goes to the opposite side of the river as well. There\'s also an angling club nearby. So, no chance of -- ""Getting  Bored"" around here whether you are a Kiddie, Youngie, or an Oldie. And if you do or say so... well then, you may feel weird in Weir park!😅', 'Weir Park is a lovely place to visit, for lunch, or just when the family gets together.', ""Great covered playground with BBQ facilities and toilets. Love the little boat the kids can play in. Great climbing rope and some smaller equipment for smaller kids. All fenced in so you don't have to worry about them running off. Close to the river so can admire the wildlife. Have a BBQ is great they are clean and easy to use. Big car parking area. Great place for the kids to burn some energy 👌😆"", 'Great spot in Horsham, lovely along the water and the charity car show was good to see too.  It was a really nice spot to have our lunch.', ""Horsham is one of my favourite Victorian country towns.  If you're there, you must come to the Weir Park.  Lots to do, walks by the river, picnic or BBQ, playgrounds for the kids, you can walk the dog, ride your bike, or jsut take a snooze on the grass.  There are toilets, park benches and picnic tables.  Plenty of parking, and only a short distance from central Horsham.  You can even jump in the river for a swim!""]","[5, 5, 5, 5, 5]"
Goroke Accomodation Park,-36.7206243,141.4671821,[],[]
Lawloit Range Highway Park,-36.3952916,141.4959558,[],[]
Kaniva Wetlands & Fauna Park,-36.3782126,141.2330911,"['Beautiful natural park play space with covered seated and bbq areas. Deer and Emu in the fenced park alongside. Toilet and rubbish facilities with plenty of parking for cars and caravans. Turn around bay at the end makes it easy to get back out into the road.', 'What a great spot to have your lunch or a short break to ease the long drive! New public toilet facilities (clean), great covered BBQ area and plenty of seating. Great playground for kids young & old! Not to forget the wetlands walk where you can catch a glimpse at wallabies, emus, black swans, birds and the albino kangaroo!', 'Excellent picnic area (having shad, BBQ, toilet and children playground, several animals say emu, kangaro and birds), specially to take a stop over for long trip travellers!!', 'Had lunch with an Emu, very nice!', 'Pleasant easy walk around wetlands with some nearby toilets,  playground and exercise facilities.  Worth a look.']","[5, 5, 5, 5, 4]"
Diggers Rest Recreation Reserve Fenced Dog Park,-37.6201143,144.7056288,[],[]
Sunbury Recreational Reserve Dog Off Leash Area,-37.5739662,144.7222714,[],[]
Sunbury Dog Park,-37.5859212,144.7332656,"['Lovely off leash dog  and picnic area.  A chap was in the carpark playing the bagpipes. It was so beautiful.', 'No prickles or grass seeds, what a massive plus for the doggies.  Good shade, agility equipment, benches, trees and lovely smelling wood chips to rumble in.  Big plus is its on a hill so it wears the dogs out running up and down.  Only one water tap, this park could do with another.  Overall a doggies playtime facility that ticks all the boxes.', ""My puppy's first time out after her 3 vaccinations. She loved being off the lead. Made friends very quickly with another puppy,6 month old and bigger.\nIt's nice and safe with the double gate.\nQuite clean,only saw 2 poo's not cleaned up. Bags and bins located at the gates. Looking forward to giving her exercise in a safe and clean park."", 'Fantastic fenced exercise area for dogs with plenty of seating for owners & space to run around for pooches. Obstacle course as well!\n\nVery clean, plentiful supply of doggy waste bags & fresh running water for all (including furry friends). Highly recommend!', ""A great place to tire my dog out and always lots of dogs there.\nThere's lots of space for the dogs to run but no bits for them to escape.\nAll the people there are very nice and I enjoy speaking to them.\nMy dog never gets bored and I recommend to take your dog there.""]","[5, 4, 5, 5, 5]"
Spavin Drive Dam Dog Off Leash Area,-37.5601399,144.7218345,[],[]
Eric Boardman Reserve Dog Off Leash Area,-37.5823839,144.6950229,[],[]
Heysen Drive Dog Off Leash Area,-37.573259,144.7034236,[],[]
Stewarts Lane Nature Reserve,-37.5655211,144.709242,[],[]
The Nook,-37.5805027,144.7399146,"['Absolutely lovely little spot to take the kids and dogs. Be mindful whilst swimming it is very deep. Brother in law saved someone from drowning there today .\nLots of birds , ducks, geese .\nCool rope to jump off too.', 'A beautiful place to unwind by getting closer to the nature. You will experience lush green park, a small water stream, beautiful birds including geese, ducks, galahs enjoying in their natural habitat. Loved my visit to this place', ""Lovely place to walk the dog, great walking tracks and nice community feel. There's a few different trails that you can meander along or if you just want to sit by the water watching the ducks and geese, it's extremely relaxing. The walk up the back takes you to Goonawarra if you're up for a steep walk up the hill, or around the back towards Rupertswood for something a little flatter."", 'Wonderful place to go with family and animals. This is an off leash dog park where the dogs can run and go to the water freely. Beautiful settings and great for a picnic or just for a walk.', ""The Nook is a very scenic beautiful natural part of Sunbury. Great for exercising or just a walk on a sunny day. The landscape reminds me of my favorite place to go,  Warburton.  With the ducks & running water as well as beautiful farmlets with amazingly beautiful horse's. The Nook is also nostalgic for me, as quite often my kid's & l would go rollerblading on the many  path's available.""]","[5, 5, 4, 5, 4]"
Emu Bottom,-37.5470513,144.737771,"['Worth the drive if you haven’t been, dogs love the ample space and freedom. Friendly people there for weekly meets.', ""Lovely picturesque walk with well defined track. Has added bonus of many natural treats including Jackson's Creek and the occasional sighting of Wedged-tail Eagles hovering over the nearby hill tops."", ""Just a beautiful, serene place to visit, with dogs off leash.  Be careful if it's rabbit baiting season as there is often rabbit poison around. Signs posted clearly when this is the case."", 'Great spot for Simon to run around like an idiot', 'Great off leash location but no bathrooms.']","[5, 4, 5, 5, 5]"
Blindcreek Reserve,-37.5719871,144.7307947,[],[]
Wybejong Streamside Reserve,-37.46337949999999,144.6708082,[],[]
Lancefield Equestrian Reserve,-37.28234810000001,144.7267334,[],[]
Dog Park Off Leash area,-37.4846136,144.5937356,[],[]
The dogs diner,-37.498035,144.5885361,[],[]
Sankey Reserve,-37.4836984,144.593624,[],[]
Lagoon Park,-37.3968842,144.5283698,[],[]
Campaspe Park Recreation Reserve,-37.3568333,144.5332913,"['Good off-leash area for dogs. It is not fenced though so dogs need to be under control.', ""A wonderful reserve in the outskirts of Woodend. Walk at the back of the Woodend shopping centre, passed the Bowls club and the children's playground (along Robbie's Walk), and follow the Five Mile Creek walking path. Enjoy the sounds of birds and rustle of leaves among the trees. Ride your bike, walk your dog or simply let kids run and have fun."", 'Nice dog off leash area', 'The electric BBQ was clean and ready for use.', 'Great walking and riding track']","[4, 5, 5, 5, 5]"
Sanatorium Lake Nature Walk,-37.37559079999999,144.6144386,"['Beautiful spot! We decided to brave the cold and venture out. Driving up, we got hit with some extremely thick fog, which made the lake and track feel almost spooky. Highly recommend coming out on a cold day!\nEasy walk for kids too, limited hills and plenty of walking space. Not pram or wheelchair friendly though.', 'Very pretty little lake. If blue sky whether, lake can see the tree reflection. The walk around the lake is very easy to walk, it is less than an hour to complete the whole circle around the lake. Lots of rocks, plants to see. The walk can be quite cold. The offical car park is not big, but able to park opposite. The route to walk from car park to the lake is a bit confusing. There are 2 entrance to reach the lake. The entrance further than car park can reach the lake in 5mins. This location can only be reached by car.', 'Beautiful place! Experienced mild snowfall when I visited. Only 50 kms from West Melbourne.', 'Quiete place to relax and have some fun with family and friends.\nNote that there is no good restroom nearby, but you can go to Macedon National Park (about 10 minutes driving) in the same trip.', ""A very pleasant scenic spot. The lake is normally mirror like and if you're lucky you will see some cormorants or other wildlife (and if you're not too noisy). The walk is not particularly long or taxing.""]","[5, 5, 5, 4, 5]"
Water Reserve,-37.3685955,144.5412538,[],[]
Taradale Mineral Springs Reserve,-37.1388025,144.3500318,"['Beautiful spot with open fire, under cover area with tables and chairs in a lovely park with kids playground', 'The Taradale Mineral Springs Festival on the March Labour Day weekend is a great fun event with excellent local food and drink show cased. Plenty of lunch food available and lots of wine tasting for all tastes. Live music adds to the relaxed atmosphere with plenty of tables under the spreading shade trees.', 'Awesome day to enjoy good food, wine and entertainment. Dog friendly festival', 'A beautiful place for a family picnic. Fabulous playground, clean toilets and great BBQ area.', 'Always a great day at their annual festival. A great deal of work is undertaken to ensure this gem of a village delivers a fun day out that also raises funds for charity. Join in and help keep the zing going.']","[5, 5, 5, 5, 5]"
Wesley Hill Dog Park,-37.0709125,144.2287372,[],[]
